review_id,user_id,product_id,rating,review_text,review_date
62,39214,5726,5,Loved it.,2025-08-31 16:41:25.566270
63,94493,8391,1,Waste of money.,2026-05-01 16:41:25.566270
64,45431,7419,2,Terrible experience.,2024-03-06 16:41:25.566270
65,62136,7289,5,Great product!,2024-04-29 16:41:25.566270
66,50592,7501,4,Great product!,2025-04-05 16:41:25.566270
67,47763,9880,3,Could be better.,2026-01-03 00:00:00.000000
68,98458,5193,4,Great product!,2023-12-22 16:41:25.566270
69,36522,8407,2,Poor quality.,2025-05-27 16:41:25.566270
70,76881,3584,4,Exceeded expectations!,2025-01-14 00:00:00.000000
71,88660,6576,4,Loved it.,2023-11-21 16:41:25.566270
72,28494,8349,5,Good quality.,2024-12-21 16:41:25.566270
73,26786,449,4,Great product!,2026-03-10 16:41:25.566270
74,67966,1217,3,Decent for the price.,2024-08-11 16:41:25.566270
75,23381,6283,3,Decent for the price.,2026-02-11 16:41:25.566270
76,13627,9265,4,Good quality.,2025-11-26 00:00:00.000000
77,48630,9654,5,Good quality.,2025-11-23 00:00:00.000000
78,29048,4414,4,Loved it.,2023-06-02 16:41:25.566270
79,23468,3377,3,Could be better.,2025-05-26 16:41:25.566270
80,99564,5950,2,Terrible experience.,2024-12-05 00:00:00.000000
81,6006,9437,2,Terrible experience.,2025-12-13 00:00:00.000000
82,636,4023,5,Loved it.,2024-04-29 16:41:25.566270
83,78377,8531,5,Highly recommend,2026-01-14 00:00:00.000000
84,50899,4530,5,Great product!,2026-04-03 16:41:25.566270
85,28354,8052,5,Loved it.,2023-12-02 00:00:00.000000
86,90202,3143,5,Loved it.,2024-01-06 00:00:00.000000
87,88880,158,2,Poor quality.,2024-08-29 16:41:25.566270
88,18033,2428,4,Exceeded expectations!,2025-05-09 16:41:25.566270
89,43984,1041,3,Decent for the price.,2026-01-18 00:00:00.000000
90,69769,9692,3,Nothing special.,2024-11-27 16:41:25.566270
91,90682,2504,4,Exceeded expectations!,2024-09-21 16:41:25.566270
92,91938,646,5,Exceeded expectations!,2024-10-09 16:41:25.566270
93,55215,3528,2,Do not buy.,2026-04-30 16:41:25.566270
94,80246,4900,3,Could be better.,2023-06-11 16:41:25.566270
95,50543,8891,3,Average.,2024-02-23 16:41:25.566270
96,85301,5343,5,Great product!,2024-05-24 16:41:25.566270
97,50213,8360,5,Exceeded expectations!,2025-12-26 00:00:00.000000
98,54463,1081,3,Decent for the price.,2024-11-17 16:41:25.566270
99,83862,5948,3,Nothing special.,2025-12-16 16:41:25.566270
100,63413,5488,4,Exceeded expectations!,2024-02-16 16:41:25.566270
101,87511,8218,3,Decent for the price.,2024-12-29 00:00:00.000000
102,47888,4161,5,Good quality.,2026-05-01 16:41:25.566270
103,79987,7955,3,It's okay.,2025-11-26 00:00:00.000000
104,59873,5727,5,Highly recommend,2024-11-18 16:41:25.566270
105,28674,2718,4,Good quality.,2024-06-09 16:41:25.566270
106,48589,8548,3,Nothing special.,2024-08-14 16:41:25.566270
107,76225,7244,3,Average.,2025-07-30 16:41:25.566270
108,58180,9384,5,Good quality.,2024-05-15 16:41:25.566270
109,86223,1974,5,Highly recommend,2025-09-26 16:41:25.566270
110,72719,6108,4,Exceeded expectations!,2025-12-02 16:41:25.566270
111,90651,1926,2,Waste of money.,2023-07-04 16:41:25.566270
112,52572,1493,5,Loved it.,2024-11-16 16:41:25.566270
113,46612,4001,4,Good quality.,2024-11-22 00:00:00.000000
114,10830,2104,1,Broke quickly.,2026-11-25 00:00:00.000000
115,10816,8746,3,Could be better.,2024-11-26 00:00:00.000000
116,52044,5638,3,It's okay.,2024-03-05 16:41:25.566270
117,75332,914,5,Great product!,2023-11-26 00:00:00.000000
118,11970,1185,2,Broke quickly.,2023-09-17 16:41:25.566270
119,52744,5875,4,Loved it.,2026-12-27 00:00:00.000000
120,20526,5157,3,Nothing special.,2023-08-13 16:41:25.566270
121,34907,1765,4,Highly recommend,2025-05-03 16:41:25.566270
122,6656,1347,4,Good quality.,2026-12-11 00:00:00.000000
123,59605,6649,4,Exceeded expectations!,2023-09-22 16:41:25.566270
124,97830,3925,5,Highly recommend,2024-12-04 16:41:25.566270
125,86007,3561,5,Good quality.,2024-12-22 16:41:25.566270
126,14236,8037,4,Exceeded expectations!,2023-11-05 00:00:00.000000
127,53554,3967,4,Exceeded expectations!,2025-02-22 16:41:25.566270
128,32982,5362,1,Broke quickly.,2024-12-24 00:00:00.000000
129,49834,3803,3,Average.,2023-10-16 16:41:25.566270
130,79723,7085,4,Loved it.,2025-08-19 16:41:25.566270
131,55364,9288,5,Highly recommend,2025-05-23 16:41:25.566270
132,76494,9123,2,Waste of money.,2024-02-11 16:41:25.566270
133,94924,1465,4,Good quality.,2025-10-06 16:41:25.566270
134,1394,3921,4,Exceeded expectations!,2025-12-19 00:00:00.000000
135,74846,4885,5,Loved it.,2025-12-04 00:00:00.000000
136,99418,8026,3,Could be better.,2023-10-17 16:41:25.566270
137,96006,9013,1,Do not buy.,2026-01-21 00:00:00.000000
138,56104,4340,3,Nothing special.,2024-03-15 16:41:25.566270
139,57631,726,5,Exceeded expectations!,2025-02-22 16:41:25.566270
140,73580,945,5,Loved it.,2026-02-21 16:41:25.566270
141,73534,2017,5,Great product!,2024-04-05 16:41:25.566270
142,34514,3107,4,Loved it.,2023-12-08 00:00:00.000000
143,54257,6579,4,Highly recommend,2024-03-26 16:41:25.566270
144,38938,467,3,Could be better.,2025-12-31 00:00:00.000000
145,9236,8977,3,Nothing special.,2026-02-06 16:41:25.566270
146,46078,7888,4,Loved it.,2025-04-19 16:41:25.566270
147,21032,7225,3,It's okay.,2023-12-20 16:41:25.566270
148,61720,7908,3,Average.,2023-09-11 16:41:25.566270
149,1550,1997,5,Good quality.,2025-11-23 16:41:25.566270
150,3690,9016,5,Exceeded expectations!,2025-11-14 00:00:00.000000
151,25081,3673,5,Good quality.,2024-02-19 16:41:25.566270
152,81644,9597,2,Poor quality.,2025-12-08 00:00:00.000000
153,42317,226,5,Good quality.,2024-10-31 16:41:25.566270
154,3927,4860,3,Decent for the price.,2026-01-08 00:00:00.000000
155,5692,28,3,Decent for the price.,2023-11-16 16:41:25.566270
156,72756,5651,4,Great product!,2023-09-18 16:41:25.566270
157,53644,8656,4,Highly recommend,2025-09-06 16:41:25.566270
158,41632,9942,4,Exceeded expectations!,2024-11-30 00:00:00.000000
159,27080,7970,4,Highly recommend,2023-08-09 16:41:25.566270
160,22811,9573,4,Loved it.,2024-12-18 00:00:00.000000
161,2619,6069,4,Good quality.,2024-01-17 16:41:25.566270
162,38326,335,3,Could be better.,2025-11-08 16:41:25.566270
163,30688,8296,3,Average.,2025-11-14 00:00:00.000000
164,43706,4001,4,Great product!,2024-10-22 16:41:25.566270
165,37107,1287,5,Highly recommend,2025-02-07 16:41:25.566270
166,34878,2489,3,Could be better.,2024-12-22 16:41:25.566270
167,68303,6796,5,Good quality.,2025-07-29 16:41:25.566270
168,43001,2603,3,Decent for the price.,2025-01-29 16:41:25.566270
169,13857,7697,5,Good quality.,2023-10-28 16:41:25.566270
170,74448,3394,2,Poor quality.,2025-11-07 16:41:25.566270
171,44146,6776,5,Highly recommend,2023-12-22 00:00:00.000000
172,65017,3574,4,Highly recommend,2024-06-08 16:41:25.566270
173,14780,8380,5,Loved it.,2025-01-03 16:41:25.566270
174,76840,1944,4,Loved it.,2024-11-11 00:00:00.000000
175,5491,999,5,Loved it.,2024-08-17 16:41:25.566270
176,88129,5970,3,Average.,2025-01-26 16:41:25.566270
177,69400,2406,5,Loved it.,2024-01-14 00:00:00.000000
178,51499,2145,4,Highly recommend,2025-08-01 16:41:25.566270
179,73862,2840,5,Great product!,2024-10-16 16:41:25.566270
180,23948,6275,5,Exceeded expectations!,2026-01-11 16:41:25.566270
181,55215,6732,5,Exceeded expectations!,2023-06-07 16:41:25.566270
182,70549,3231,4,Exceeded expectations!,2024-11-16 00:00:00.000000
183,45142,2084,4,Loved it.,2025-12-28 00:00:00.000000
184,53873,1899,5,Highly recommend,2026-03-16 16:41:25.566270
185,53837,1931,5,Exceeded expectations!,2024-03-08 16:41:25.566270
186,91226,7542,2,Terrible experience.,2025-09-21 16:41:25.566270
187,9048,9295,4,Exceeded expectations!,2024-01-13 16:41:25.566270
188,86354,299,3,Nothing special.,2024-11-10 16:41:25.566270
189,75509,4959,3,Nothing special.,2024-11-16 16:41:25.566270
190,9149,2400,4,Good quality.,2024-03-12 16:41:25.566270
191,53452,5357,4,Great product!,2025-11-27 16:41:25.566270
192,40607,1101,4,Highly recommend,2025-07-21 16:41:25.566270
193,24288,6539,5,Loved it.,2024-12-22 00:00:00.000000
194,45924,8219,4,Loved it.,2024-05-13 16:41:25.566270
195,97307,8229,3,It's okay.,2026-04-21 16:41:25.566270
196,96394,4654,4,Great product!,2023-06-06 16:41:25.566270
197,13628,1837,4,Great product!,2025-10-25 16:41:25.566270
198,77712,5469,5,Loved it.,2023-11-20 16:41:25.566270
199,44561,1414,4,Good quality.,2024-02-26 16:41:25.566270
200,92667,6851,4,Great product!,2025-12-15 00:00:00.000000
201,28707,8939,4,Highly recommend,2025-11-19 00:00:00.000000
202,36852,7092,3,Decent for the price.,2025-07-27 16:41:25.566270
203,95008,7142,5,Loved it.,2025-02-18 16:41:25.566270
204,53122,3632,5,Highly recommend,2025-03-19 16:41:25.566270
205,69731,8153,1,Do not buy.,2026-04-15 16:41:25.566270
206,44585,1015,4,Exceeded expectations!,2025-12-16 00:00:00.000000
207,75293,4697,4,Highly recommend,2024-12-11 16:41:25.566270
208,66053,3814,3,It's okay.,2026-01-07 00:00:00.000000
209,14035,4497,2,Do not buy.,2025-06-06 16:41:25.566270
210,64853,2790,5,Great product!,2025-06-03 16:41:25.566270
211,53043,4137,3,Could be better.,2026-05-17 16:41:25.566270
212,67054,3157,3,Average.,2025-08-29 16:41:25.566270
213,36173,5613,5,Exceeded expectations!,2026-04-15 16:41:25.566270
214,14120,6671,3,Could be better.,2024-06-04 16:41:25.566270
215,16560,6642,4,Loved it.,2023-07-01 16:41:25.566270
216,11028,3062,5,Loved it.,2024-06-13 16:41:25.566270
217,52125,2206,4,Exceeded expectations!,2023-12-22 16:41:25.566270
218,73943,4455,4,Great product!,2024-02-07 16:41:25.566270
219,85920,6091,5,Great product!,2024-11-05 16:41:25.566270
220,26016,9342,4,Highly recommend,2023-10-06 16:41:25.566270
221,46506,7099,4,Great product!,2026-04-21 16:41:25.566270
222,58128,7248,2,Waste of money.,2024-07-04 16:41:25.566270
223,69400,2214,3,It's okay.,2023-10-04 16:41:25.566270
224,1259,1790,4,Good quality.,2024-10-11 16:41:25.566270
225,61699,1133,5,Loved it.,2024-02-24 16:41:25.566270
226,87600,5004,3,Could be better.,2024-05-22 16:41:25.566270
227,66569,6287,5,Great product!,2024-05-18 16:41:25.566270
228,75139,4745,4,Exceeded expectations!,2024-06-06 16:41:25.566270
229,84553,4405,4,Highly recommend,2023-09-30 16:41:25.566270
230,22005,969,4,Loved it.,2025-06-03 16:41:25.566270
231,12011,5308,5,Good quality.,2023-06-25 16:41:25.566270
232,97494,2601,4,Great product!,2023-12-27 16:41:25.566270
233,88396,8090,5,Loved it.,2025-04-27 16:41:25.566270
234,23351,2310,5,Highly recommend,2024-11-19 00:00:00.000000
235,96232,9821,3,Decent for the price.,2025-05-16 16:41:25.566270
236,36667,4719,1,Waste of money.,2026-03-21 16:41:25.566270
237,8445,4721,5,Great product!,2024-11-24 16:41:25.566270
238,41957,8052,4,Exceeded expectations!,2024-12-08 00:00:00.000000
239,96074,3439,2,Do not buy.,2023-12-28 00:00:00.000000
240,837,2108,3,Decent for the price.,2023-12-03 16:41:25.566270
241,82902,7502,4,Loved it.,2025-09-19 16:41:25.566270
242,70344,9190,5,Good quality.,2025-02-23 16:41:25.566270
243,12377,2601,4,Loved it.,2025-07-16 16:41:25.566270
244,554,7001,3,Nothing special.,2023-06-01 16:41:25.566270
245,2811,1240,3,Could be better.,2025-04-19 16:41:25.566270
246,98317,5814,5,Highly recommend,2025-12-27 00:00:00.000000
247,29070,6374,3,It's okay.,2026-02-04 16:41:25.566270
248,96774,8383,4,Great product!,2024-05-07 16:41:25.566270
249,67603,6848,5,Exceeded expectations!,2026-03-11 16:41:25.566270
250,80430,8562,4,Good quality.,2025-09-30 16:41:25.566270
251,24300,4405,5,Loved it.,2023-10-07 16:41:25.566270
252,18942,7642,4,Highly recommend,2025-01-02 00:00:00.000000
253,61538,7038,3,Nothing special.,2024-04-05 16:41:25.566270
254,12518,2043,5,Exceeded expectations!,2024-11-13 16:41:25.566270
255,86125,7790,5,Exceeded expectations!,2024-04-06 16:41:25.566270
256,28656,6649,5,Highly recommend,2024-01-07 00:00:00.000000
257,38043,9289,3,Average.,2024-12-21 00:00:00.000000
258,71797,7468,4,Exceeded expectations!,2023-11-09 00:00:00.000000
259,89129,6541,3,Could be better.,2024-02-09 16:41:25.566270
260,89201,687,3,It's okay.,2024-06-16 16:41:25.566270
261,57423,5460,4,Exceeded expectations!,2026-12-31 00:00:00.000000
262,58,5574,2,Terrible experience.,2023-11-07 00:00:00.000000
263,93837,9870,3,It's okay.,2024-06-13 16:41:25.566270
264,13910,6952,5,Great product!,2024-12-22 16:41:25.566270
265,51086,4853,5,Good quality.,2025-10-20 16:41:25.566270
266,1283,5535,3,It's okay.,2026-03-31 16:41:25.566270
267,13118,5900,5,Exceeded expectations!,2025-10-12 16:41:25.566270
268,1838,4066,3,Nothing special.,2024-10-29 16:41:25.566270
269,57631,7523,4,Loved it.,2024-05-09 16:41:25.566270
270,50444,8215,3,It's okay.,2025-02-02 16:41:25.566270
271,62182,9299,4,Great product!,2026-01-20 16:41:25.566270
272,91798,3451,4,Good quality.,2025-12-23 00:00:00.000000
273,67991,1007,5,Highly recommend,2024-07-20 16:41:25.566270
274,39175,9184,3,Could be better.,2024-08-29 16:41:25.566270
275,93270,9660,4,Great product!,2025-12-23 00:00:00.000000
276,79830,5050,5,Exceeded expectations!,2025-11-16 16:41:25.566270
277,79944,2649,5,Loved it.,2023-07-23 16:41:25.566270
278,17045,2180,5,Loved it.,2024-01-03 16:41:25.566270
279,40800,5836,2,Waste of money.,2024-12-17 00:00:00.000000
280,71797,4715,3,Decent for the price.,2025-07-15 16:41:25.566270
281,50082,6929,5,Loved it.,2025-01-06 00:00:00.000000
282,83680,7667,5,Loved it.,2025-01-03 00:00:00.000000
283,25887,6056,2,Do not buy.,2025-05-19 16:41:25.566270
284,74723,1607,4,Great product!,2023-10-27 16:41:25.566270
285,89743,8449,5,Great product!,2024-12-22 16:41:25.566270
286,93581,1210,5,Loved it.,2025-11-07 16:41:25.566270
287,98351,2932,5,Loved it.,2024-06-01 16:41:25.566270
288,44152,439,5,Loved it.,2025-02-15 16:41:25.566270
289,18717,5361,3,Average.,2024-12-13 00:00:00.000000
290,5854,4916,3,Average.,2024-03-21 16:41:25.566270
291,81831,2643,3,Decent for the price.,2025-10-12 16:41:25.566270
292,5202,3752,2,Terrible experience.,2024-12-23 00:00:00.000000
293,49758,5549,3,Decent for the price.,2025-04-10 16:41:25.566270
294,31858,4296,5,Highly recommend,2024-12-03 00:00:00.000000
295,68585,8190,4,Good quality.,2025-05-01 16:41:25.566270
296,76714,3938,2,Broke quickly.,2025-11-21 00:00:00.000000
297,51921,9512,5,Highly recommend,2023-08-03 16:41:25.566270
298,14256,5117,5,Great product!,2024-12-02 00:00:00.000000
299,79647,6785,5,Highly recommend,2024-04-02 16:41:25.566270
300,70706,9894,5,Great product!,2024-11-27 00:00:00.000000
301,8535,2323,2,Do not buy.,2024-09-17 16:41:25.566270
302,32475,2601,5,Good quality.,2024-07-05 16:41:25.566270
303,82585,1309,5,Great product!,2024-04-25 16:41:25.566270
304,89535,1544,2,Waste of money.,2023-08-28 16:41:25.566270
305,97798,3742,5,Great product!,2024-08-04 16:41:25.566270
306,43687,631,5,Good quality.,2023-11-30 16:41:25.566270
307,66487,6265,4,Good quality.,2023-11-23 00:00:00.000000
308,66270,1715,2,Broke quickly.,2025-12-22 00:00:00.000000
309,24812,6976,5,Loved it.,2024-04-01 16:41:25.566270
310,25698,3361,5,Great product!,2025-07-21 16:41:25.566270
311,683,3935,5,Exceeded expectations!,2025-01-08 00:00:00.000000
312,4686,2098,4,Good quality.,2024-01-04 16:41:25.566270
313,5494,7846,5,Good quality.,2026-11-20 00:00:00.000000
314,56490,99,5,Highly recommend,2025-09-17 16:41:25.566270
315,72456,5215,3,Decent for the price.,2024-12-03 16:41:25.566270
316,44475,3449,3,Could be better.,2023-05-15 16:41:25.566270
317,28707,9610,2,Terrible experience.,2024-08-27 16:41:25.566270
318,93338,5480,3,Could be better.,2024-08-12 16:41:25.566270
319,87465,217,5,Exceeded expectations!,2023-12-08 16:41:25.566270
320,78942,7792,5,Highly recommend,2024-03-13 16:41:25.566270
321,6745,1007,4,Good quality.,2023-08-19 16:41:25.566270
322,92231,8312,5,Exceeded expectations!,2026-04-04 16:41:25.566270
323,33647,7124,4,Good quality.,2024-06-01 16:41:25.566270
324,16591,2127,5,Great product!,2024-11-04 16:41:25.566270
325,88877,1483,4,Good quality.,2025-12-10 16:41:25.566270
326,76320,963,3,Nothing special.,2025-05-30 16:41:25.566270
327,4684,1440,5,Loved it.,2024-08-09 16:41:25.566270
328,61245,4453,5,Good quality.,2025-04-15 16:41:25.566270
329,56667,4460,3,Decent for the price.,2025-10-16 16:41:25.566270
330,30942,7311,4,Highly recommend,2025-12-06 00:00:00.000000
331,18327,2109,4,Loved it.,2023-12-23 00:00:00.000000
332,25330,5848,2,Terrible experience.,2024-04-18 16:41:25.566270
333,84651,523,5,Highly recommend,2024-01-04 16:41:25.566270
334,3924,8683,3,Could be better.,2025-01-10 00:00:00.000000
335,44,1098,4,Highly recommend,2024-12-05 00:00:00.000000
336,92168,4049,5,Highly recommend,2023-12-11 16:41:25.566270
337,836,3621,2,Do not buy.,2025-07-15 16:41:25.566270
338,8152,9348,4,Good quality.,2025-05-23 16:41:25.566270
339,1785,353,3,Average.,2023-12-14 00:00:00.000000
340,9432,8147,5,Loved it.,2023-08-15 16:41:25.566270
341,24049,8951,5,Loved it.,2024-08-29 16:41:25.566270
342,90583,6560,5,Highly recommend,2024-10-26 16:41:25.566270
343,92431,8407,5,Good quality.,2023-06-13 16:41:25.566270
344,15958,7745,5,Good quality.,2025-09-12 16:41:25.566270
345,3194,9543,4,Highly recommend,2026-05-05 16:41:25.566270
346,18062,5085,4,Good quality.,2025-12-14 16:41:25.566270
347,33977,819,5,Good quality.,2023-12-08 16:41:25.566270
348,75792,2673,5,Great product!,2025-10-07 16:41:25.566270
349,48292,770,5,Loved it.,2024-03-04 16:41:25.566270
350,35244,6188,2,Terrible experience.,2023-08-10 16:41:25.566270
351,43717,6652,2,Waste of money.,2023-05-30 16:41:25.566270
352,9741,4414,4,Loved it.,2024-12-26 16:41:25.566270
353,91830,3574,3,It's okay.,2026-12-11 00:00:00.000000
354,99158,7370,5,Loved it.,2025-11-29 00:00:00.000000
355,13838,8963,3,Nothing special.,2026-01-03 00:00:00.000000
356,40725,1848,4,Exceeded expectations!,2025-11-09 00:00:00.000000
357,89959,5570,5,Good quality.,2023-12-15 00:00:00.000000
358,86805,9870,3,It's okay.,2024-03-14 16:41:25.566270
359,22358,8566,5,Exceeded expectations!,2023-09-05 16:41:25.566270
360,62586,5090,4,Highly recommend,2024-12-18 00:00:00.000000
361,83163,7047,5,Loved it.,2025-03-26 16:41:25.566270
362,94749,1346,3,It's okay.,2025-01-11 00:00:00.000000
363,79664,4049,4,Loved it.,2024-01-30 16:41:25.566270
364,86340,1819,5,Good quality.,2024-12-14 16:41:25.566270
365,27399,6147,5,Great product!,2025-01-07 16:41:25.566270
366,99693,3587,2,Poor quality.,2023-09-02 16:41:25.566270
367,49633,898,4,Exceeded expectations!,2026-02-06 16:41:25.566270
368,29287,9969,5,Good quality.,2024-10-19 16:41:25.566270
369,79817,9718,4,Exceeded expectations!,2025-11-08 16:41:25.566270
370,64261,6454,4,Exceeded expectations!,2025-11-28 00:00:00.000000
371,95193,5047,1,Do not buy.,2024-09-21 16:41:25.566270
372,73862,3574,3,Decent for the price.,2024-01-03 16:41:25.566270
373,46711,7735,3,Could be better.,2025-02-18 16:41:25.566270
374,60508,8451,4,Highly recommend,2024-10-01 16:41:25.566270
375,31127,8828,5,Exceeded expectations!,2025-05-23 16:41:25.566270
376,74401,5955,5,Exceeded expectations!,2026-11-18 00:00:00.000000
377,85718,4661,5,Loved it.,2026-04-07 16:41:25.566270
378,59088,6503,5,Great product!,2024-09-20 16:41:25.566270
379,98178,3831,4,Highly recommend,2024-05-24 16:41:25.566270
380,82068,3696,1,Broke quickly.,2024-06-29 16:41:25.566270
381,93626,3130,3,It's okay.,2026-03-18 16:41:25.566270
382,75913,5535,4,Loved it.,2024-01-03 00:00:00.000000
383,9402,4585,4,Highly recommend,2025-04-15 16:41:25.566270
384,38470,2646,4,Good quality.,2023-09-24 16:41:25.566270
385,18064,4173,3,Average.,2023-09-27 16:41:25.566270
386,33647,5661,4,Great product!,2026-04-16 16:41:25.566270
387,51993,5770,4,Exceeded expectations!,2024-04-20 16:41:25.566270
388,72848,7550,4,Highly recommend,2026-02-03 16:41:25.566270
389,52736,6194,3,Average.,2024-04-25 16:41:25.566270
390,56018,6327,5,Highly recommend,2024-01-03 16:41:25.566270
391,2288,4720,5,Loved it.,2024-12-18 00:00:00.000000
392,37447,3067,5,Highly recommend,2024-06-27 16:41:25.566270
393,50971,3513,4,Highly recommend,2025-01-11 16:41:25.566270
394,80132,6528,3,It's okay.,2026-02-18 16:41:25.566270
395,92991,4524,4,Exceeded expectations!,2025-03-07 16:41:25.566270
396,80137,7593,4,Great product!,2025-04-28 16:41:25.566270
397,26759,9101,3,Decent for the price.,2023-09-08 16:41:25.566270
398,73676,988,4,Good quality.,2025-12-24 00:00:00.000000
399,77001,1219,3,It's okay.,2024-10-26 16:41:25.566270
400,48727,1578,5,Highly recommend,2025-06-06 16:41:25.566270
401,57414,7844,4,Great product!,2026-04-22 16:41:25.566270
402,16315,8063,3,Could be better.,2024-12-06 00:00:00.000000
403,89935,5316,5,Great product!,2024-08-07 16:41:25.566270
404,51497,2735,1,Do not buy.,2025-01-27 16:41:25.566270
405,38481,9701,4,Good quality.,2025-12-15 16:41:25.566270
406,42525,2145,5,Great product!,2025-07-18 16:41:25.566270
407,76443,5477,4,Good quality.,2023-12-14 16:41:25.566270
408,59911,177,3,Nothing special.,2024-06-24 16:41:25.566270
409,60401,7919,5,Loved it.,2024-02-01 16:41:25.566270
410,49004,7040,3,Could be better.,2025-05-04 16:41:25.566270
411,93860,7991,5,Exceeded expectations!,2026-12-10 00:00:00.000000
412,70269,5830,3,Could be better.,2025-08-08 16:41:25.566270
413,80480,7382,4,Loved it.,2023-10-30 16:41:25.566270
414,75524,81,4,Highly recommend,2023-10-15 16:41:25.566270
415,91638,8208,3,Nothing special.,2024-10-14 16:41:25.566270
416,60476,4339,3,Decent for the price.,2024-06-05 16:41:25.566270
417,71907,9282,4,Exceeded expectations!,2025-07-13 16:41:25.566270
418,33588,3698,4,Exceeded expectations!,2025-07-17 16:41:25.566270
419,85792,8951,3,Nothing special.,2023-08-19 16:41:25.566270
420,2366,914,5,Exceeded expectations!,2025-08-15 16:41:25.566270
421,46508,6521,5,Good quality.,2025-09-05 16:41:25.566270
422,27894,2989,3,Decent for the price.,2025-02-10 16:41:25.566270
423,91679,6832,4,Exceeded expectations!,2025-12-02 00:00:00.000000
424,71117,7077,5,Loved it.,2023-10-13 16:41:25.566270
425,82459,4918,4,Good quality.,2026-12-23 00:00:00.000000
426,15491,9201,2,Do not buy.,2023-10-02 16:41:25.566270
427,35907,1290,5,Great product!,2023-10-11 16:41:25.566270
