user_id,product_id,event_type,timestamp,weight
757,111,view,2025-12-02 17:43:51.241147,1
356,197,view,2026-02-03 17:43:51.241217,1
902,161,view,2025-12-17 17:43:51.241286,1
205,29,purchase,2025-09-28 17:43:51.241376,10
464,280,view,2025-07-31 17:43:51.241449,1
1718,105,view,2025-08-30 17:43:51.241518,1
685,158,purchase,2025-06-16 17:43:51.241588,10
1427,157,view,2025-11-27 17:43:51.241657,1
903,154,view,2026-03-16 17:43:51.241726,1
643,358,view,2026-01-18 17:43:51.241798,1
1884,327,view,2025-08-16 17:43:51.241867,1
190,199,view,2026-03-30 17:43:51.241936,1
756,423,view,2025-12-11 17:43:51.242009,1
55,477,view,2026-03-25 17:43:51.242079,1
410,211,click,2025-09-13 17:43:51.242149,2
1139,437,view,2025-08-15 17:43:51.242219,1
1146,299,add_to_cart,2026-03-05 17:43:51.242288,5
1913,329,click,2025-04-26 17:43:51.242356,2
589,463,view,2026-01-22 17:43:51.242425,1
411,8,view,2025-06-07 17:43:51.242695,1
1418,269,click,2025-11-11 17:43:51.242939,2
61,438,view,2026-01-18 17:43:51.243107,1
553,414,view,2025-10-01 17:43:51.243261,1
779,2,add_to_cart,2025-05-22 17:43:51.243420,5
1459,196,view,2025-09-23 17:43:51.243573,1
665,158,view,2025-12-05 17:43:51.243655,1
221,273,add_to_cart,2025-08-17 17:43:51.243728,5
279,440,view,2025-07-21 17:43:51.243798,1
1005,2,view,2026-02-04 17:43:51.243872,1
772,241,view,2025-11-11 17:43:51.244253,1
1260,128,click,2026-03-23 17:43:51.244333,2
1526,138,click,2025-09-01 17:43:51.244403,2
714,279,click,2025-11-26 17:43:51.244473,2
970,29,view,2025-11-12 17:43:51.244542,1
869,340,view,2026-02-11 17:43:51.244611,1
838,395,click,2025-08-17 17:43:51.244683,2
1245,473,view,2026-01-31 17:43:51.244754,1
856,367,view,2025-08-03 17:43:51.244829,1
1681,449,view,2025-12-30 17:43:51.244898,1
26,271,view,2026-03-21 17:43:51.244968,1
62,229,click,2026-03-19 17:43:51.245040,2
1729,456,click,2025-08-17 17:43:51.245127,2
595,25,click,2025-06-08 17:43:51.245214,2
1036,319,click,2026-04-22 17:43:51.245293,2
1459,326,view,2025-12-11 17:43:51.245363,1
86,476,click,2025-06-03 17:43:51.245435,2
1204,4,add_to_cart,2025-08-15 17:43:51.245508,5
1045,485,view,2026-02-16 17:43:51.245578,1
1467,263,view,2025-11-29 17:43:51.245651,1
1364,250,view,2025-07-15 17:43:51.245723,1
1602,125,view,2026-03-13 17:43:51.245794,1
698,354,view,2026-03-12 17:43:51.245864,1
1117,185,view,2026-04-06 17:43:51.245934,1
1980,265,click,2025-07-05 17:43:51.246003,2
1584,307,add_to_cart,2026-01-18 17:43:51.246072,5
1350,74,view,2025-08-20 17:43:51.246149,1
1942,77,view,2025-08-04 17:43:51.246238,1
410,331,view,2025-08-07 17:43:51.246316,1
1844,74,click,2025-06-06 17:43:51.246386,2
820,235,click,2025-05-26 17:43:51.246456,2
1422,345,add_to_cart,2025-12-29 17:43:51.246526,5
313,228,click,2025-08-21 17:43:51.246595,2
818,14,view,2026-03-12 17:43:51.246665,1
465,110,view,2025-11-07 17:43:51.246737,1
1609,403,view,2026-01-01 17:43:51.246805,1
1298,407,view,2025-12-05 17:43:51.246874,1
1063,105,view,2025-12-21 17:43:51.246943,1
730,377,view,2025-10-01 17:43:51.247014,1
258,486,add_to_cart,2025-10-08 17:43:51.247083,5
1204,342,view,2025-06-03 17:43:51.247163,1
253,265,view,2025-12-06 17:43:51.247246,1
1232,490,view,2026-02-21 17:43:51.247324,1
307,266,view,2025-12-31 17:43:51.247393,1
901,378,view,2025-10-18 17:43:51.247473,1
831,367,click,2025-12-12 17:43:51.247547,2
872,123,add_to_cart,2025-10-26 17:43:51.247617,5
692,99,click,2026-02-12 17:43:51.247686,2
171,366,click,2025-10-24 17:43:51.247756,2
19,226,view,2025-06-30 17:43:51.247824,1
1617,175,view,2026-02-28 17:43:51.247894,1
695,351,view,2025-06-06 17:43:51.247964,1
580,28,click,2025-04-28 17:43:51.248033,2
915,311,add_to_cart,2025-12-15 17:43:51.248103,5
1032,481,click,2025-05-17 17:43:51.248173,2
472,281,view,2025-08-31 17:43:51.248269,1
1107,93,purchase,2025-06-15 17:43:51.248340,10
1292,417,view,2025-12-22 17:43:51.248410,1
892,10,view,2025-06-21 17:43:51.248481,1
1829,210,view,2025-08-25 17:43:51.248560,1
886,464,click,2025-09-30 17:43:51.248629,2
1949,416,view,2026-03-19 17:43:51.248705,1
1825,18,click,2025-05-12 17:43:51.248790,2
1390,465,view,2026-03-20 17:43:51.248861,1
1895,266,click,2025-08-03 17:43:51.248932,2
1848,80,click,2025-06-23 17:43:51.249066,2
724,282,view,2025-08-27 17:43:51.249143,1
268,405,click,2026-02-24 17:43:51.249214,2
509,438,view,2025-04-23 17:43:51.249283,1
547,271,view,2025-09-08 17:43:51.249352,1
537,234,add_to_cart,2025-05-23 17:43:51.249422,5
86,251,view,2025-11-25 17:43:51.249495,1
583,121,view,2025-08-10 17:43:51.249567,1
766,352,view,2026-02-23 17:43:51.249635,1
1022,69,view,2026-01-27 17:43:51.249708,1
786,227,click,2025-12-30 17:43:51.249786,2
1208,280,click,2025-06-09 17:43:51.249855,2
566,399,view,2025-07-04 17:43:51.249924,1
293,485,view,2025-07-06 17:43:51.249994,1
1716,471,add_to_cart,2025-09-13 17:43:51.250069,5
1810,378,view,2025-11-20 17:43:51.250137,1
816,424,view,2025-12-09 17:43:51.250206,1
1849,8,click,2026-02-26 17:43:51.250289,2
638,159,view,2025-12-04 17:43:51.250359,1
176,415,click,2026-02-08 17:43:51.250429,2
167,460,view,2025-06-23 17:43:51.250500,1
1257,327,view,2025-12-22 17:43:51.250569,1
1358,203,view,2025-10-03 17:43:51.250638,1
1117,329,view,2025-05-28 17:43:51.250711,1
1747,184,view,2025-12-07 17:43:51.250798,1
1773,353,view,2025-08-01 17:43:51.250877,1
1671,144,click,2025-12-10 17:43:51.250960,2
626,499,click,2025-10-01 17:43:51.251029,2
1597,250,view,2025-08-11 17:43:51.251098,1
1109,458,click,2026-01-25 17:43:51.251168,2
1093,37,click,2025-05-03 17:43:51.251239,2
1917,168,view,2025-10-27 17:43:51.251307,1
1833,301,view,2025-12-16 17:43:51.251377,1
342,47,view,2025-08-09 17:43:51.251446,1
1836,150,view,2025-07-22 17:43:51.251518,1
1744,415,click,2025-05-15 17:43:51.251587,2
682,379,view,2025-12-03 17:43:51.251654,1
1850,146,add_to_cart,2025-06-16 17:43:51.251724,5
601,475,view,2026-02-19 17:43:51.251807,1
347,308,view,2025-07-17 17:43:51.251879,1
72,9,view,2026-01-19 17:43:51.251955,1
1397,339,view,2025-11-22 17:43:51.252024,1
1516,405,click,2025-04-29 17:43:51.252091,2
574,254,view,2025-08-21 17:43:51.252159,1
1901,170,click,2025-08-06 17:43:51.252240,2
584,472,view,2025-05-17 17:43:51.252311,1
57,218,click,2025-11-01 17:43:51.252379,2
731,464,add_to_cart,2026-03-23 17:43:51.252449,5
368,47,click,2026-02-10 17:43:51.252521,2
839,418,view,2025-07-25 17:43:51.252589,1
683,116,click,2025-08-10 17:43:51.252658,2
1105,268,click,2025-08-31 17:43:51.252726,2
553,181,view,2025-08-17 17:43:51.252814,1
1728,24,view,2026-02-02 17:43:51.252887,1
134,421,view,2025-05-10 17:43:51.252956,1
166,425,view,2025-09-21 17:43:51.253030,1
1459,65,view,2025-07-11 17:43:51.253114,1
1721,207,view,2025-08-24 17:43:51.253185,1
158,98,view,2025-09-08 17:43:51.253262,1
423,72,view,2026-02-05 17:43:51.253339,1
1069,472,view,2025-12-04 17:43:51.253409,1
689,222,view,2026-04-01 17:43:51.253477,1
172,92,view,2025-07-16 17:43:51.253545,1
1388,179,click,2025-07-17 17:43:51.253615,2
1043,83,click,2025-08-01 17:43:51.253684,2
1136,251,view,2025-11-06 17:43:51.253754,1
1019,221,click,2025-10-14 17:43:51.253822,2
1349,437,view,2026-03-09 17:43:51.253891,1
381,474,view,2025-11-17 17:43:51.253959,1
500,134,view,2026-03-01 17:43:51.254027,1
530,471,view,2025-10-18 17:43:51.254107,1
1409,196,purchase,2025-06-24 17:43:51.254179,10
547,215,click,2026-01-23 17:43:51.254262,2
1332,252,view,2025-04-25 17:43:51.254341,1
1232,425,view,2025-10-08 17:43:51.254410,1
1678,252,view,2026-01-02 17:43:51.254479,1
1478,123,click,2025-11-06 17:43:51.254561,2
1075,379,purchase,2025-11-14 17:43:51.254666,10
208,257,view,2026-04-12 17:43:51.254759,1
949,8,view,2026-03-22 17:43:51.254920,1
540,206,view,2025-09-07 17:43:51.255048,1
640,255,view,2025-08-27 17:43:51.255123,1
207,318,view,2025-05-10 17:43:51.255220,1
793,234,view,2025-09-10 17:43:51.255318,1
942,142,click,2025-12-02 17:43:51.255389,2
449,80,view,2025-09-28 17:43:51.255458,1
856,177,view,2026-02-27 17:43:51.255532,1
1165,457,add_to_cart,2026-04-08 17:43:51.255604,5
697,314,view,2026-01-16 17:43:51.255672,1
656,8,click,2025-11-01 17:43:51.256026,2
1759,40,add_to_cart,2025-10-18 17:43:51.256236,5
245,478,view,2025-10-30 17:43:51.256367,1
848,115,view,2025-06-27 17:43:51.256446,1
1042,272,view,2025-06-26 17:43:51.256518,1
1728,232,click,2025-09-17 17:43:51.256596,2
1302,353,click,2025-06-24 17:43:51.256677,2
541,470,view,2026-03-30 17:43:51.256748,1
1039,164,click,2025-11-02 17:43:51.256823,2
1893,327,click,2026-02-06 17:43:51.256895,2
1188,372,click,2025-08-21 17:43:51.256967,2
477,382,view,2025-08-22 17:43:51.257038,1
674,68,view,2025-11-13 17:43:51.257111,1
391,449,view,2025-06-20 17:43:51.257180,1
1871,95,purchase,2025-09-14 17:43:51.257267,10
1659,187,click,2025-07-24 17:43:51.257343,2
1397,60,add_to_cart,2025-12-19 17:43:51.257416,5
1361,341,click,2025-12-05 17:43:51.257485,2
952,327,view,2026-02-13 17:43:51.257556,1
1260,48,view,2025-07-20 17:43:51.257626,1
850,99,click,2025-10-26 17:43:51.257698,2
844,62,click,2026-03-17 17:43:51.257769,2
646,455,view,2026-04-15 17:43:51.257837,1
969,475,click,2025-11-25 17:43:51.257906,2
1512,25,add_to_cart,2025-08-21 17:43:51.257975,5
1955,433,view,2026-03-12 17:43:51.258046,1
431,92,view,2025-06-03 17:43:51.258115,1
1589,84,click,2025-05-05 17:43:51.258184,2
1944,404,view,2025-07-11 17:43:51.258253,1
1112,235,view,2025-07-05 17:43:51.258657,1
550,464,click,2025-09-14 17:43:51.258779,2
1452,240,add_to_cart,2025-04-25 17:43:51.258856,5
382,49,view,2026-04-09 17:43:51.258928,1
298,492,view,2025-09-01 17:43:51.258998,1
575,196,click,2026-01-20 17:43:51.259069,2
617,309,view,2025-10-24 17:43:51.259138,1
1593,120,click,2026-03-11 17:43:51.259208,2
647,373,add_to_cart,2025-10-08 17:43:51.259277,5
645,459,purchase,2026-03-13 17:43:51.259350,10
1526,478,view,2026-04-21 17:43:51.259421,1
1731,242,view,2025-06-28 17:43:51.259544,1
757,338,view,2025-09-23 17:43:51.259619,1
668,26,view,2025-12-13 17:43:51.259688,1
1353,100,view,2026-03-05 17:43:51.259757,1
1937,63,view,2025-07-07 17:43:51.259825,1
1129,105,view,2025-09-24 17:43:51.259895,1
1436,259,click,2025-05-14 17:43:51.259964,2
1695,45,click,2025-08-15 17:43:51.260033,2
331,165,view,2026-02-17 17:43:51.260123,1
387,495,view,2025-07-15 17:43:51.260192,1
1815,30,view,2025-09-18 17:43:51.260267,1
320,406,view,2025-05-28 17:43:51.260352,1
660,105,view,2025-06-18 17:43:51.260424,1
1973,129,view,2025-11-27 17:43:51.260499,1
1982,462,add_to_cart,2025-12-04 17:43:51.260570,5
410,27,view,2025-10-31 17:43:51.260638,1
501,253,purchase,2026-01-06 17:43:51.260706,10
220,441,purchase,2025-11-28 17:43:51.260774,10
564,60,view,2026-01-24 17:43:51.260842,1
828,410,view,2025-07-22 17:43:51.260910,1
246,111,view,2025-11-08 17:43:51.260977,1
1152,237,view,2026-01-06 17:43:51.261045,1
1152,195,add_to_cart,2025-12-01 17:43:51.261113,5
395,111,view,2025-07-17 17:43:51.261181,1
1357,224,view,2026-04-10 17:43:51.261249,1
457,441,view,2025-12-24 17:43:51.261335,1
293,304,view,2026-02-22 17:43:51.261406,1
250,140,view,2026-03-10 17:43:51.261497,1
1907,186,view,2026-02-04 17:43:51.261580,1
1250,162,view,2025-12-12 17:43:51.261651,1
1472,372,view,2025-11-30 17:43:51.261721,1
1802,109,view,2025-07-22 17:43:51.261792,1
187,437,view,2025-08-02 17:43:51.261862,1
1998,10,view,2026-03-25 17:43:51.261932,1
783,87,view,2026-03-08 17:43:51.262003,1
1491,28,view,2025-10-30 17:43:51.262100,1
1540,311,view,2025-12-09 17:43:51.262171,1
55,464,view,2025-05-21 17:43:51.262243,1
668,147,view,2025-05-25 17:43:51.262314,1
1579,395,click,2025-06-21 17:43:51.262385,2
28,467,view,2026-01-12 17:43:51.262473,1
551,290,view,2025-11-04 17:43:51.262582,1
296,353,view,2026-02-08 17:43:51.262657,1
1366,465,view,2025-08-30 17:43:51.262728,1
712,468,view,2025-05-10 17:43:51.262797,1
233,266,view,2026-01-11 17:43:51.262870,1
953,481,view,2025-11-09 17:43:51.262939,1
973,91,click,2026-01-27 17:43:51.263009,2
734,363,click,2026-02-22 17:43:51.263079,2
1506,250,click,2026-03-21 17:43:51.263149,2
44,476,view,2025-05-21 17:43:51.263220,1
1880,405,click,2025-04-24 17:43:51.263290,2
1761,286,click,2026-04-11 17:43:51.263358,2
819,121,view,2025-11-22 17:43:51.263428,1
1688,188,view,2026-02-08 17:43:51.263519,1
1792,456,view,2025-05-30 17:43:51.263609,1
841,71,view,2025-12-14 17:43:51.263681,1
889,43,view,2025-09-22 17:43:51.263753,1
623,476,view,2025-06-25 17:43:51.263824,1
1790,15,view,2025-12-29 17:43:51.263895,1
460,320,view,2025-06-02 17:43:51.263975,1
579,249,view,2026-04-21 17:43:51.264055,1
1196,485,view,2025-05-24 17:43:51.264155,1
284,475,view,2026-02-15 17:43:51.264224,1
1444,102,view,2025-06-23 17:43:51.264293,1
1959,47,view,2025-11-16 17:43:51.264363,1
348,159,view,2025-11-24 17:43:51.264435,1
405,257,view,2026-01-28 17:43:51.264505,1
558,393,view,2025-09-22 17:43:51.264574,1
479,487,view,2025-05-16 17:43:51.264642,1
524,192,add_to_cart,2025-06-18 17:43:51.264710,5
1168,346,view,2025-10-31 17:43:51.264779,1
232,270,view,2025-04-26 17:43:51.264849,1
1246,52,view,2026-03-01 17:43:51.264919,1
1901,29,view,2025-07-18 17:43:51.264988,1
1653,106,click,2025-06-18 17:43:51.265057,2
1763,352,view,2026-04-07 17:43:51.265128,1
1297,160,view,2025-09-11 17:43:51.265206,1
1280,180,view,2025-12-24 17:43:51.265276,1
1730,468,view,2026-04-22 17:43:51.265346,1
58,93,view,2025-08-04 17:43:51.265418,1
1388,103,purchase,2026-01-03 17:43:51.265501,10
1480,88,view,2026-04-09 17:43:51.265582,1
133,425,view,2025-09-27 17:43:51.265657,1
1837,199,view,2025-11-19 17:43:51.265740,1
1614,78,view,2026-03-21 17:43:51.265811,1
1836,276,view,2026-04-16 17:43:51.265881,1
1184,240,view,2026-03-30 17:43:51.265950,1
1750,70,view,2026-02-28 17:43:51.266021,1
806,330,view,2025-07-09 17:43:51.266104,1
45,317,view,2025-06-18 17:43:51.266176,1
896,435,view,2026-03-27 17:43:51.266245,1
1190,318,click,2025-04-23 17:43:51.266313,2
1127,448,view,2026-01-09 17:43:51.266382,1
1950,245,view,2025-12-28 17:43:51.266452,1
1677,418,view,2025-10-11 17:43:51.266538,1
1920,100,click,2026-04-04 17:43:51.266611,2
1706,274,purchase,2026-03-22 17:43:51.266681,10
661,266,add_to_cart,2025-05-16 17:43:51.266752,5
1037,183,purchase,2026-03-08 17:43:51.266822,10
1416,119,view,2025-09-15 17:43:51.266892,1
1966,233,view,2025-08-15 17:43:51.266962,1
762,282,click,2026-03-08 17:43:51.267031,2
1995,14,click,2025-05-30 17:43:51.267101,2
3,28,view,2025-05-15 17:43:51.267171,1
1938,419,click,2025-05-26 17:43:51.267241,2
687,114,view,2025-05-27 17:43:51.267311,1
1274,59,view,2025-08-27 17:43:51.267380,1
1258,303,view,2025-12-03 17:43:51.267449,1
334,113,add_to_cart,2025-05-13 17:43:51.267521,5
801,97,view,2026-04-07 17:43:51.267590,1
556,442,view,2026-01-05 17:43:51.267659,1
1241,399,view,2025-06-07 17:43:51.267727,1
196,478,click,2026-01-18 17:43:51.267798,2
568,32,view,2026-04-14 17:43:51.267867,1
703,361,view,2025-11-13 17:43:51.267935,1
