product_id,weight,product_name,category,subcategory,brand,price,rating,stock,launch_date
9846,814,Product_Books_9846,Books,Comics,Brand_S6,271.94,4.1,500,2024-08-02 16:41:25.566270
2109,814,Product_Clothing_2109,Clothing,Kids,Brand_A67,154.33,4.8,514,2025-03-26 16:41:25.566270
6737,814,Product_Books_6737,Books,Non-Fiction,Brand_B42,39.24,4.7,491,2026-01-10 16:41:25.566270
5559,814,Product_Home & Kitchen_5559,Home & Kitchen,Bedding,Brand_T61,81.29,4.5,507,2024-06-06 16:41:25.566270
8934,814,Product_Sports_8934,Sports,Cycling,Brand_A97,66.91,4.4,456,2024-09-21 16:41:25.566270
3414,813,Product_Toys_3414,Toys,Action Figures,Brand_J27,133.46,5.0,506,2026-02-19 16:41:25.566270
7991,813,Product_Clothing_7991,Clothing,Men,Brand_Y77,184.38,4.7,480,2024-08-27 16:41:25.566270
1726,813,Product_Home & Kitchen_1726,Home & Kitchen,Furniture,Brand_C24,123.34,4.0,503,2025-09-13 16:41:25.566270
5727,813,Product_Automotive_5727,Automotive,Tools,Brand_P32,42.04,4.8,505,2024-12-19 16:41:25.566270
3062,813,Product_Clothing_3062,Clothing,Accessories,Brand_B33,27.45,4.8,534,2024-05-27 16:41:25.566270
2380,813,Product_Sports_2380,Sports,Golf,Brand_V75,39.35,4.1,517,2026-02-17 16:41:25.566270
2906,813,Product_Books_2906,Books,Non-Fiction,Brand_B85,66.51,4.4,492,2025-03-05 16:41:25.566270
8052,812,Product_Books_8052,Books,Comics,Brand_T13,144.6,4.2,517,2024-10-30 16:41:25.566270
2778,812,Product_Beauty_2778,Beauty,Haircare,Brand_C91,46.34,4.5,506,2026-02-14 16:41:25.566270
5367,812,Product_Beauty_5367,Beauty,Skincare,Brand_N56,21.02,4.6,497,2025-01-29 16:41:25.566270
7256,812,Product_Clothing_7256,Clothing,Men,Brand_D38,255.57,4.3,504,2025-02-24 16:41:25.566270
7573,812,Product_Automotive_7573,Automotive,Parts,Brand_A75,133.32,4.4,511,2025-01-12 16:41:25.566270
6669,811,Product_Books_6669,Books,Educational,Brand_B76,129.78,4.5,488,2025-04-16 16:41:25.566270
4075,811,Product_Clothing_4075,Clothing,Shoes,Brand_F93,27.78,4.6,527,2024-06-15 16:41:25.566270
1077,811,Product_Automotive_1077,Automotive,Tools,Brand_I68,74.08,4.4,480,2025-08-19 16:41:25.566270
7667,811,Product_Automotive_7667,Automotive,Accessories,Brand_W2,22.68,4.6,533,2025-02-16 16:41:25.566270
3664,809,Product_Home & Kitchen_3664,Home & Kitchen,Furniture,Brand_W46,93.98,4.7,511,2024-10-27 16:41:25.566270
3402,809,Product_Toys_3402,Toys,Board Games,Brand_J56,17.14,5.0,518,2024-09-24 16:41:25.566270
2248,809,Product_Automotive_2248,Automotive,Car Care,Brand_W69,87.12,4.8,506,2025-06-23 16:41:25.566270
7388,808,Product_Books_7388,Books,Children,Brand_M22,117.26,4.8,504,2025-02-12 16:41:25.566270
3776,808,Product_Sports_3776,Sports,Cycling,Brand_F78,494.04,4.5,463,2025-10-15 16:41:25.566270
6153,807,Product_Beauty_6153,Beauty,Personal Care,Brand_F35,51.11,4.3,493,2024-06-27 16:41:25.566270
3702,807,Product_Toys_3702,Toys,Board Games,Brand_M71,355.53,4.3,498,2025-02-04 16:41:25.566270
4006,806,Product_Sports_4006,Sports,Cycling,Brand_P42,19.78,4.9,539,2025-03-07 16:41:25.566270
6301,806,Product_Sports_6301,Sports,Fitness,Brand_K50,31.49,4.2,513,2025-05-09 16:41:25.566270
554,806,Product_Toys_554,Toys,Dolls,Brand_N53,76.06,4.8,482,2025-10-26 16:41:25.566270
500,806,Product_Sports_500,Sports,Outdoor,Brand_G19,241.61,4.8,529,2026-02-10 16:41:25.566270
7547,806,Product_Toys_7547,Toys,Board Games,Brand_U22,51.39,5.0,514,2025-04-26 16:41:25.566270
2784,805,Product_Toys_2784,Toys,Educational,Brand_V51,5.77,4.5,501,2024-08-08 16:41:25.566270
4074,805,Product_Toys_4074,Toys,Board Games,Brand_M8,159.97,4.4,507,2024-08-30 16:41:25.566270
6501,805,Product_Beauty_6501,Beauty,Personal Care,Brand_W40,29.2,4.8,531,2025-04-19 16:41:25.566270
2308,805,Product_Beauty_2308,Beauty,Haircare,Brand_S39,14.58,4.3,529,2024-10-22 16:41:25.566270
3751,804,Product_Sports_3751,Sports,Outdoor,Brand_J65,42.05,4.8,506,2025-09-25 16:41:25.566270
444,803,Product_Beauty_444,Beauty,Skincare,Brand_D36,90.82,4.5,480,2025-10-20 16:41:25.566270
2675,803,Product_Books_2675,Books,Fiction,Brand_I40,77.56,5.0,514,2024-07-11 16:41:25.566270
3960,803,Product_Books_3960,Books,Non-Fiction,Brand_Y54,257.08,5.0,523,2026-04-21 16:41:25.566270
8801,803,Product_Automotive_8801,Automotive,Car Care,Brand_J18,73.61,4.8,527,2025-05-27 16:41:25.566270
8606,803,Product_Books_8606,Books,Fiction,Brand_U4,34.52,4.7,485,2025-09-26 16:41:25.566270
3762,802,Product_Home & Kitchen_3762,Home & Kitchen,Cookware,Brand_D79,23.9,5.0,542,2024-07-29 16:41:25.566270
4507,802,Product_Automotive_4507,Automotive,Parts,Brand_C11,297.5,4.6,488,2025-05-25 16:41:25.566270
4069,802,Product_Automotive_4069,Automotive,Parts,Brand_O14,246.39,4.9,504,2025-07-29 16:41:25.566270
7965,801,Product_Sports_7965,Sports,Fitness,Brand_F30,183.59,5.0,519,2026-04-16 16:41:25.566270
3033,801,Product_Books_3033,Books,Educational,Brand_Q92,22.48,5.0,518,2025-05-07 16:41:25.566270
6428,801,Product_Automotive_6428,Automotive,Parts,Brand_A57,183.55,4.8,505,2025-04-16 16:41:25.566270
3561,801,Product_Automotive_3561,Automotive,Car Care,Brand_C13,98.24,4.3,496,2025-11-04 16:41:25.566270
4803,800,Product_Sports_4803,Sports,Outdoor,Brand_R95,221.13,5.0,462,2025-03-14 16:41:25.566270
4414,800,Product_Toys_4414,Toys,Dolls,Brand_X20,107.9,4.5,453,2026-01-29 16:41:25.566270
5331,800,Product_Electronics_5331,Electronics,Cameras,Brand_F38,5.0,4.2,493,2025-09-10 16:41:25.566270
243,800,Product_Automotive_243,Automotive,Tools,Brand_X49,325.22,4.5,509,2026-01-24 16:41:25.566270
9894,800,Product_Beauty_9894,Beauty,Personal Care,Brand_V93,26.8,4.5,464,2025-11-13 16:41:25.566270
4423,799,Product_Clothing_4423,Clothing,Kids,Brand_L31,222.0,4.6,496,2024-06-10 16:41:25.566270
5682,799,Product_Sports_5682,Sports,Team Sports,Brand_X55,86.55,4.5,502,2026-01-29 16:41:25.566270
8420,799,Product_Books_8420,Books,Non-Fiction,Brand_Y55,11.71,5.0,478,2024-10-02 16:41:25.566270
3384,799,Product_Books_3384,Books,Non-Fiction,Brand_D42,77.03,4.6,502,2024-07-18 16:41:25.566270
2145,799,Product_Electronics_2145,Electronics,Wearables,Brand_M77,26.94,4.2,508,2025-10-07 16:41:25.566270
7524,799,Product_Books_7524,Books,Children,Brand_N67,161.25,4.7,508,2024-10-10 16:41:25.566270
7790,799,Product_Toys_7790,Toys,Dolls,Brand_L81,126.76,4.5,516,2025-06-21 16:41:25.566270
4922,799,Product_Beauty_4922,Beauty,Haircare,Brand_K58,5.0,4.6,534,2024-12-24 16:41:25.566270
5027,798,Product_Beauty_5027,Beauty,Haircare,Brand_K37,251.79,4.8,491,2024-11-25 16:41:25.566270
3690,797,Product_Electronics_3690,Electronics,Audio,Brand_Q91,41.89,4.4,490,2025-10-08 16:41:25.566270
3492,797,Product_Toys_3492,Toys,Dolls,Brand_Y85,88.14,4.7,526,2025-09-26 16:41:25.566270
698,797,Product_Beauty_698,Beauty,Fragrance,Brand_G12,424.09,4.5,511,2025-07-28 16:41:25.566270
3574,796,Product_Sports_3574,Sports,Golf,Brand_T86,207.28,3.9,527,2024-11-12 16:41:25.566270
9467,796,Product_Automotive_9467,Automotive,Accessories,Brand_W54,166.72,4.5,468,2025-02-23 16:41:25.566270
